time_s,step_id,self_bias_V,plasma_potential_V,total_absorbed_power_W,electron_density_m3,mean_electron_energy_eV,ne_plasma_m3,mean_energy_plasma_eV,pabs_plasma_W,Tg_plasma_K,pressure_plasma_Pa,total_density_plasma_m3,electronegativity_plasma,residence_time_plasma_s,debye_length_plasma_m,EoverN_plasma_Td,ion_loss_family_plasma,ion_loss_area_plasma_m2,ion_loss_h_factor_plasma,ion_loss_characteristic_length_plasma_m,ambipolar_loss_rate_plasma_s,warning_high_electronegativity_plasma,warning_ion_ion_afterglow_plasma,warning_pressure_deviation_plasma,warning_debye_ratio_plasma
3.655778894472362e-07,transient,-0.0,0.0,0.0,424167517472529.6,7.0726773654804656e-09,424167517472529.6,7.0726773654804656e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.1414331053324736e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.6934673366834173e-07,transient,-0.0,0.0,0.0,520570139215238.5,5.762912188014687e-09,520570139215238.5,5.762912188014687e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.0303375833640554e-05,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.7311557788944727e-07,transient,-0.0,0.0,0.0,638882011011255.9,4.6957027249075976e-09,638882011011255.9,4.6957027249075976e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,9.300554417062121e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.768844221105528e-07,transient,-0.0,0.0,0.0,784082082698666.9,3.8261300266861724e-09,784082082698666.9,3.8261300266861724e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,8.39534220402801e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.806532663316583e-07,transient,-0.0,0.0,0.0,962280622064580.6,3.117593694824153e-09,962280622064580.6,3.117593694824153e-09,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,7.578239002581526e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.8442211055276383e-07,transient,-0.0,0.0,0.0,1180976190021141.2,2.540271366475471e-09,1180976190021141.2,2.540271366475471e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,6.84066932285932e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.8819095477386937e-07,transient,-0.0,0.0,0.0,1449370942310922.2,2.0698634921000327e-09,1449370942310922.2,2.0698634921000327e-09,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,6.174892382552876e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.919597989949749e-07,transient,-0.0,0.0,0.0,1778757480599574.2,1.6865705599106044e-09,1778757480599574.2,1.6865705599106044e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.573920861500155e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.9572864321608045e-07,transient,-0.0,0.0,0.0,2182993452527136.2,1.374259733361572e-09,2182993452527136.2,1.374259733361572e-09,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.031447570122161e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
3.9949748743718593e-07,transient,-0.0,0.0,0.0,2679083756231470.0,1.1197858196937996e-09,2679083756231470.0,1.1197858196937996e-09,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,4.541779257011611e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.0326633165829147e-07,transient,-0.0,0.0,0.0,3287894673422021.5,9.12437987825692e-10,3287894673422021.5,9.12437987825692e-10,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,4.099776859085314e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.07035175879397e-07,transient,-0.0,0.0,0.0,4035029714404068.5,7.434889486168428e-10,4035029714404068.5,7.434889486168428e-10,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,3.70080156808911e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.1080402010050255e-07,transient,-0.0,0.0,0.0,4951903640497203.0,6.058276206074924e-10,4951903640497203.0,6.058276206074924e-10,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,3.340666142272367e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.145728643216081e-07,transient,-0.0,0.0,0.0,6077059234289062.0,4.93659825310385e-10,6077059234289062.0,4.93659825310385e-10,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,3.0155909640304506e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.1834170854271357e-07,transient,-0.0,0.0,0.0,7457781326135497.0,4.022644093205871e-10,7457781326135497.0,4.022644093205871e-10,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,2.7221643718544064e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.221105527638191e-07,transient,-0.0,0.0,0.0,9152074584216964.0,3.2779453143592085e-10,9152074584216964.0,3.2779453143592085e-10,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,2.4573068580429893e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.2587939698492465e-07,transient,-0.0,0.0,0.0,1.1231086263001024e+16,2.6711574728822174e-10,1.1231086263001024e+16,2.6711574728822174e-10,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,2.218238744705064e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.296482412060302e-07,transient,-0.0,0.0,0.0,1.3782072656377172e+16,2.17674081017985e-10,1.3782072656377172e+16,2.17674081017985e-10,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,2.0024510130499342e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.334170854271357e-07,transient,-0.0,0.0,0.0,1.6912029385715092e+16,1.7738852810497002e-10,1.6912029385715092e+16,1.7738852810497002e-10,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,1.8076789707795615e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.371859296482412e-07,transient,-0.0,0.0,0.0,2.075213111622022e+16,1.445634659495356e-10,2.075213111622022e+16,1.445634659495356e-10,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,1.6318784853135021e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.4095477386934675e-07,transient,-0.0,0.0,0.0,2.5463156875685076e+16,1.1781728458283657e-10,2.5463156875685076e+16,1.1781728458283657e-10,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,1.4732045287087496e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.447236180904523e-07,transient,-0.0,0.0,0.0,3.1242113107666772e+16,9.602423464960199e-11,3.1242113107666772e+16,9.602423464960199e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,1.3299918139018165e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.4849246231155783e-07,transient,-0.0,0.0,0.0,3.833030895752768e+16,7.826704458146119e-11,3.833030895752768e+16,7.826704458146119e-11,0.0,300.0,103548.6750000002,2.500000000000005e+25,0.0,inf,1.2007373173454511e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.5226130653266337e-07,transient,-0.0,0.0,0.0,4.702318727454381e+16,6.379831257469997e-11,4.702318727454381e+16,6.379831257469997e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,1.0840845043050842e-06,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.5603015075376885e-07,transient,-0.0,0.0,0.0,5.768227056490694e+16,5.200904837170464e-11,5.768227056490694e+16,5.200904837170464e-11,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,9.78809091161518e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.597989949748744e-07,transient,-0.0,0.0,0.0,7.074964319711164e+16,4.2403040700033886e-11,7.074964319711164e+16,4.2403040700033886e-11,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,8.838061943516458e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.6356783919597993e-07,transient,-0.0,0.0,0.0,8.676545721661536e+16,3.457597177768929e-11,8.676545721661536e+16,3.457597177768929e-11,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,7.980787334547762e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.6733668341708547e-07,transient,-0.0,0.0,0.0,1.0638901679872795e+17,2.8198399517833216e-11,1.0638901679872795e+17,2.8198399517833216e-11,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,7.207269641910532e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.71105527638191e-07,transient,-0.0,0.0,0.0,1.3042405761935166e+17,2.3001891328635336e-11,1.3042405761935166e+17,2.3001891328635336e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,6.509390329314087e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.748743718592965e-07,transient,-0.0,0.0,0.0,1.598488837403538e+17,1.8767725678165943e-11,1.598488837403538e+17,1.8767725678165943e-11,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,5.879824508541171e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.786432160804021e-07,transient,-0.0,0.0,0.0,1.958520350154095e+17,1.531768612853046e-11,1.958520350154095e+17,1.531768612853046e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,5.311964009144032e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.824120603015076e-07,transient,-0.0,0.0,0.0,2.3987411052048765e+17,1.2506560184800644e-11,2.3987411052048765e+17,1.2506560184800644e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,4.799847943729595e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.861809045226131e-07,transient,-0.0,0.0,0.0,2.9365622401268966e+17,1.0216027295475822e-11,2.9365622401268966e+17,1.0216027295475822e-11,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,4.338100040580235e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.899497487437186e-07,transient,-0.0,0.0,0.0,3.5929526189630163e+17,8.349678713174482e-12,3.5929526189630163e+17,8.349678713174482e-12,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,3.92187206983837e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.937185929648241e-07,transient,-0.0,0.0,0.0,4.393055684650265e+17,6.828959647568941e-12,4.393055684650265e+17,6.828959647568941e-12,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,3.546792765515559e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
4.974874371859297e-07,transient,-0.0,0.0,0.0,5.366857934563384e+17,5.5898628891954495e-12,5.366857934563384e+17,5.5898628891954495e-12,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,3.208921687490079e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.012562814070352e-07,transient,-0.0,0.0,0.0,6.549882639144344e+17,4.5802347389722244e-12,6.549882639144344e+17,4.5802347389722244e-12,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,2.9047075188086223e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.050251256281407e-07,transient,-0.0,0.0,0.0,7.983862269307727e+17,3.757579851462201e-12,7.983862269307727e+17,3.757579851462201e-12,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,2.630950335270284e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.087939698492463e-07,transient,-0.0,0.0,0.0,9.71731487343959e+17,3.0872726046985704e-12,9.71731487343959e+17,3.0872726046985704e-12,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,2.384767422421122e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.125628140703518e-07,transient,-0.0,0.0,0.0,1.1805912201813148e+18,2.5410997038748613e-12,1.1805912201813148e+18,2.5410997038748613e-12,0.0,300.0,103548.6750000002,2.500000000000005e+25,0.0,inf,2.1635622414025092e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.163316582914574e-07,transient,-0.0,0.0,0.0,1.431248079206763e+18,2.0960726820067997e-12,1.431248079206763e+18,2.0960726820067997e-12,0.0,300.0,103548.6750000002,2.500000000000005e+25,0.0,inf,1.9649961764720494e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.201005025125629e-07,transient,-0.0,0.0,0.0,1.7306424535714867e+18,1.7334603076498959e-12,1.7306424535714867e+18,1.7334603076498959e-12,0.0,300.0,103548.67500000019,2.5000000000000044e+25,0.0,inf,1.7869627172382455e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.238693467336683e-07,transient,-0.0,0.0,0.0,2.0862305958629545e+18,1.4380001932428143e-12,2.0862305958629545e+18,1.4380001932428143e-12,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,1.6275637667808314e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.276381909547739e-07,transient,-0.0,0.0,0.0,2.505728939037881e+18,1.1972563964368402e-12,2.505728939037881e+18,1.1972563964368402e-12,0.0,300.0,103548.67500000018,2.500000000000004e+25,0.0,inf,1.485087777190123e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.314070351758794e-07,transient,-0.0,0.0,0.0,2.996715628717428e+18,1.001095990307221e-12,2.996715628717428e+18,1.001095990307221e-12,0.0,300.0,103548.67500000016,2.5000000000000036e+25,0.0,inf,1.3579894677288993e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.35175879396985e-07,transient,-0.0,0.0,0.0,3.56606857550044e+18,8.412625658997594e-13,3.56606857550044e+18,8.412625658997594e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,1.2448709224945923e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.389447236180905e-07,transient,-0.0,0.0,0.0,4.219238839883065e+18,7.110287219680469e-13,4.219238839883065e+18,7.110287219680469e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,1.1444639387370087e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.42713567839196e-07,transient,-0.0,0.0,0.0,4.959391618985542e+18,6.04912906759652e-13,4.959391618985542e+18,6.04912906759652e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,1.0556135741756486e-07,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.464824120603016e-07,transient,-0.0,0.0,0.0,5.78649345599232e+18,5.184486983033377e-13,5.78649345599232e+18,5.184486983033377e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,9.772629518292734e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.502512562814071e-07,transient,-0.0,0.0,0.0,6.696476211306676e+18,4.4799681285130906e-13,6.696476211306676e+18,4.4799681285130906e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,9.084394859891078e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.540201005025126e-07,transient,-0.0,0.0,0.0,7.680650281495651e+18,3.905919277730493e-13,7.680650281495651e+18,3.905919277730493e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,8.482427815413226e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.577889447236181e-07,transient,-0.0,0.0,0.0,8.725550057443431e+18,3.4381786595113456e-13,8.725550057443431e+18,3.4381786595113456e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,7.958344976161014e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.615577889447236e-07,transient,-0.0,0.0,0.0,9.813353197624433e+18,3.0570590292482545e-13,9.813353197624433e+18,3.0570590292482545e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,7.504304587774669e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.653266331658292e-07,transient,-0.0,0.0,0.0,1.0922917239092578e+19,2.746519024481069e-13,1.0922917239092578e+19,2.746519024481069e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,7.1129514848696e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.690954773869347e-07,transient,-0.0,0.0,0.0,1.2031339257139872e+19,2.493487994879441e-13,1.2031339257139872e+19,2.493487994879441e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,6.777385380765729e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.728643216080403e-07,transient,-0.0,0.0,0.0,1.311581003177684e+19,2.2873158369415486e-13,1.311581003177684e+19,2.2873158369415486e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,6.491149463476092e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.766331658291458e-07,transient,-0.0,0.0,0.0,1.415545217518651e+19,2.1193247399463399e-13,1.415545217518651e+19,2.1193247399463399e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,6.248234128166935e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.804020100502513e-07,transient,-0.0,0.0,0.0,1.5132836487470473e+19,1.982443940687464e-13,1.5132836487470473e+19,1.982443940687464e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,6.043089110436364e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.841708542713568e-07,transient,-0.0,0.0,0.0,1.6034959511534354e+19,1.8709121141478554e-13,1.6034959511534354e+19,1.8709121141478554e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.8706370923442e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.879396984924623e-07,transient,-0.0,0.0,0.0,1.6853602165248815e+19,1.780034897338346e-13,1.6853602165248815e+19,1.780034897338346e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.7262828874774196e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.917085427135679e-07,transient,-0.0,0.0,0.0,1.7585125716201157e+19,1.7059872351302574e-13,1.7585125716201157e+19,1.7059872351302574e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.6059139789201555e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.954773869346734e-07,transient,-0.0,0.0,0.0,1.8229851660153709e+19,1.6456524473851396e-13,1.8229851660153709e+19,1.6456524473851396e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.505890889520659e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
5.992462311557789e-07,transient,-0.0,0.0,0.0,1.879121072982169e+19,1.5964910633666587e-13,1.879121072982169e+19,1.5964910633666587e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.423027249049571e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.030150753768845e-07,transient,-0.0,0.0,0.0,1.9274830993020027e+19,1.5564338805805284e-13,1.9274830993020027e+19,1.5564338805805284e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.354561101467464e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.0678391959799e-07,transient,-0.0,0.0,0.0,1.968768905223816e+19,1.5237948913353803e-13,1.968768905223816e+19,1.5237948913353803e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.298120081545271e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.105527638190956e-07,transient,-0.0,0.0,0.0,2.0037398871785464e+19,1.49720031986002e-13,2.0037398871785464e+19,1.49720031986002e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.251682913295928e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.14321608040201e-07,transient,-0.0,0.0,0.0,2.0331666409325326e+19,1.4755307998876174e-13,2.0331666409325326e+19,1.4755307998876174e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.213539644922129e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.180904522613065e-07,transient,-0.0,0.0,0.0,2.057790634405946e+19,1.457874260792355e-13,2.057790634405946e+19,1.457874260792355e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.182252562112932e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.218592964824121e-07,transient,-0.0,0.0,0.0,2.078299895667918e+19,1.4434875381812348e-13,2.078299895667918e+19,1.4434875381812348e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.156619186376317e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.256281407035176e-07,transient,-0.0,0.0,0.0,2.0953157832526225e+19,1.4317650943014464e-13,2.0953157832526225e+19,1.4317650943014464e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.1356382627613016e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.293969849246232e-07,transient,-0.0,0.0,0.0,2.1093878916000543e+19,1.4222135302599e-13,2.1093878916000543e+19,1.4222135302599e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.1184792109805213e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.331658291457287e-07,transient,-0.0,0.0,0.0,2.1209945047975154e+19,1.4144308215859337e-13,2.1209945047975154e+19,1.4144308215859337e-13,0.0,300.0,103548.67500000008,2.500000000000002e+25,0.0,inf,5.1044551987741105e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.369346733668342e-07,transient,-0.0,0.0,0.0,2.1305465496428876e+19,1.4080893940115256e-13,2.1305465496428876e+19,1.4080893940115256e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.0929997443165774e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.407035175879398e-07,transient,-0.0,0.0,0.0,2.1383934968958853e+19,1.402922336022267e-13,2.1383934968958853e+19,1.402922336022267e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.083646640972284e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.444723618090453e-07,transient,-0.0,0.0,0.0,2.1448301323583107e+19,1.3987121659380094e-13,2.1448301323583107e+19,1.3987121659380094e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.076012897389114e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.482412060301508e-07,transient,-0.0,0.0,0.0,2.150103486748364e+19,1.3952816775982017e-13,2.150103486748364e+19,1.3952816775982017e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.0697843488994246e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.520100502512563e-07,transient,-0.0,0.0,0.0,2.154419478759267e+19,1.3924864816612704e-13,2.154419478759267e+19,1.3924864816612704e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.0647036023943744e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.557788944723618e-07,transient,-0.0,0.0,0.0,2.157949024063126e+19,1.3902089282681045e-13,2.157949024063126e+19,1.3902089282681045e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.060559988215962e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.595477386934674e-07,transient,-0.0,0.0,0.0,2.160833494610972e+19,1.3883531551514145e-13,2.160833494610972e+19,1.3883531551514145e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.0571812200498883e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.633165829145729e-07,transient,-0.0,0.0,0.0,2.1631894974293086e+19,1.3868410527904008e-13,2.1631894974293086e+19,1.3868410527904008e-13,0.0,300.0,103548.67500000009,2.5000000000000023e+25,0.0,inf,5.0544264962556916e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.670854271356785e-07,transient,-0.0,0.0,0.0,2.165112993856273e+19,1.3856089767660178e-13,2.165112993856273e+19,1.3856089767660178e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.0521808094026916e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.70854271356784e-07,transient,-0.0,0.0,0.0,2.166682808845946e+19,1.3846050689800366e-13,2.166682808845946e+19,1.3846050689800366e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.050350263140318e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.746231155778895e-07,transient,-0.0,0.0,0.0,2.167963593768832e+19,1.3837870749410228e-13,2.167963593768832e+19,1.3837870749410228e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.048858225146238e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.78391959798995e-07,transient,-0.0,0.0,0.0,2.169008310141626e+19,1.3831205652707316e-13,2.169008310141626e+19,1.3831205652707316e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.0476421716809176e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.821608040201005e-07,transient,-0.0,0.0,0.0,2.169860300161334e+19,1.3825774865676577e-13,2.169860300161334e+19,1.3825774865676577e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.0466511025819176e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.859296482412061e-07,transient,-0.0,0.0,0.0,2.17055500513203e+19,1.3821349806417447e-13,2.17055500513203e+19,1.3821349806417447e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.045843425704561e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.896984924623116e-07,transient,-0.0,0.0,0.0,2.1711213866279313e+19,1.3817744224146943e-13,2.1711213866279313e+19,1.3817744224146943e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.0451852269568785e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.934673366834171e-07,transient,-0.0,0.0,0.0,2.1715830984889782e+19,1.3814806359873805e-13,2.1715830984889782e+19,1.3814806359873805e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.044648856579675e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
6.972361809045227e-07,transient,-0.0,0.0,0.0,2.1719594511199977e+19,1.3812412558867124e-13,2.1719594511199977e+19,1.3812412558867124e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.044211774496761e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
7.010050251256282e-07,transient,-0.0,0.0,0.0,2.1722662034494427e+19,1.3810462066003516e-13,2.1722662034494427e+19,1.3810462066003516e-13,0.0,300.0,103548.6750000001,2.5000000000000027e+25,0.0,inf,5.043855607665317e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
7.047738693467338e-07,transient,-0.0,0.0,0.0,2.172516212368317e+19,1.3808872785025716e-13,2.172516212368317e+19,1.3808872785025716e-13,0.0,300.0,103548.67500000013,2.500000000000003e+25,0.0,inf,5.043565380793603e-08,20.0,disabled,0.0,0.0,0.0,0.0,0,0,0,0
